,Price,Dividends,Volume,NT_cash,NT_lending,NT_loan,NT_nav,NT_pnl,NT_signal,NT_stocks,VI_cash,VI_lending,VI_loan,VI_nav,VI_pnl,VI_signal,VI_stocks,TF_cash,TF_lending,TF_loan,TF_nav,TF_pnl,TF_signal,TF_stocks
2211,59.79,0.00493154,57007,9945877815.07,0.0,-9963226915.08,69096956.11,378628.94,79.4547,86446056.12,10094702798.52,-52882437.18,-9976353399.54,65466961.8,-233945.95,49.4553,0.0,10006252057.01,0.0,-9975848602.88,41772335.19,57766.94,-0.0882553,11368881.06
2212,60.36,0.00494553,54663,9944902983.53,0.0,-9963226915.08,68930844.11,-166112.0,77.1361,87254775.66,10096401756.56,-54479691.36,-9976353399.54,65568665.66,101703.86,49.0233,0.0,10005531629.75,0.0,-9975848602.88,41750442.57,-21892.62,-0.0684932,12067415.7
2213,60.72,0.00490234,33285,9946531659.31,0.0,-9963226915.08,69770021.71,839177.6,78.1611,86465277.48,10095024064.32,-53612898.84,-9976353399.54,65057765.94,-510899.72,49.7526,0.0,10005297447.02,0.0,-9975848602.88,41866465.5,116022.93,-0.0241379,12417621.36
2214,60.31,0.00497527,86015,9946460165.85,0.0,-9963226915.08,70292736.69,522714.98,77.8901,87059485.92,10096019178.31,-54932048.16,-9976353399.54,64733730.61,-324035.33,50.0301,0.0,10004377503.82,0.0,-9975848602.88,41941463.18,74997.68,0.095057,13412562.24
2215,61.08,0.00500301,59898,9947926977.44,0.0,-9963226915.08,69712133.71,-580602.98,78.807,85012071.35,10097161380.43,-55707743.9,-9976353399.54,65100236.99,366506.38,50.1926,0.0,10001772222.15,0.0,-9975848602.88,41851791.82,-89671.36,0.123267,15928172.55
2216,61.22,0.00501927,101971,9949714469.37,0.0,-9963226915.08,70804707.33,1092573.62,78.8501,84317153.04,10095671266.75,-54914645.88,-9976353399.54,64403221.33,-697015.66,50.246,0.0,10001497562.55,0.0,-9975848602.88,42056452.51,204660.69,-0.0321326,16407492.84
2217,61.58,0.0050246,35812,9949242437.54,0.0,-9963226915.08,71004860.88,200153.55,77.5089,84989338.42,10093031921.68,-52399850.94,-9976353399.54,64278671.2,-124550.13,50.1533,0.0,10004618743.74,0.0,-9975848602.88,42095653.38,39200.87,0.00169664,13325512.52
2218,61.75,0.00501533,17823,9948785002.8,0.0,-9963226915.08,71511574.88,506714.0,77.3093,85953487.16,10094120012.2,-53800290.7,-9976353399.54,63966321.96,-312349.24,49.7448,0.0,10003991856.98,0.0,-9975848602.88,42175057.64,79404.26,0.0220526,14031803.54
2219,61.54,0.00497448,41815,9948676213.95,0.0,-9963226915.08,71755853.62,244278.74,78.8856,86306554.75,10094663580.61,-54496721.5,-9976353399.54,63813459.57,-152862.39,49.9213,0.0,10003560839.5,0.0,-9975848602.88,42214903.37,39845.73,0.0423155,14502666.75
2220,60.93,0.00499213,56470,9949966931.49,0.0,-9963226915.08,71469396.13,-286457.49,81.6368,84729379.72,10093860637.76,-53515614.78,-9976353399.54,63991623.44,178163.87,50.4973,0.0,10003074080.53,0.0,-9975848602.88,42166712.71,-48190.66,-0.0421372,14941235.06
2221,61.33,0.00504974,54958,9948519231.49,0.0,-9963226915.08,70636297.18,-833098.95,81.5468,85343980.77,10093614486.22,-52745760.54,-9976353399.54,64515326.14,523702.7,50.8101,0.0,10004769279.86,0.0,-9975848602.88,42019956.75,-146755.96,0.0321598,13099279.77
2222,62.16,0.00508102,59243,9948308199.09,0.0,-9963226915.08,71203629.86,567332.68,81.6611,86122345.85,10095282469.29,-54764255.52,-9976353399.54,64164814.23,-350511.91,50.5759,0.0,10003316117.09,0.0,-9975848602.88,42106923.88,86967.13,-0.0388055,14639409.67
2223,62.73,0.00505759,24260,9946419741.35,0.0,-9963226915.08,72376140.35,1172510.49,80.5563,89183314.08,10095432038.27,-55659493.68,-9976353399.54,63419145.05,-745669.18,50.5557,0.0,10005058817.19,0.0,-9975848602.88,42306393.91,199470.03,-0.00169377,13096179.6
2224,62.75,0.00505558,64043,9946911375.19,0.0,-9963226915.08,73201236.52,825096.17,78.9333,89516776.41,10095728448.34,-56470800.6,-9976353399.54,62904248.2,-514896.85,50.6592,0.0,10004274567.06,0.0,-9975848602.88,42427488.37,121094.46,0.032187,14001524.19
2225,62.52,0.00506592,45865,9945713193.98,0.0,-9963226915.08,73236897.65,35661.13,79.2069,90750618.75,10097733309.4,-58498060.0,-9976353399.54,62881849.86,-22398.34,51.1386,0.0,10003471679.47,0.0,-9975848602.88,42433017.84,5529.47,0.00337724,14809941.25
2226,62.18,0.00511387,109690,9946595745.32,0.0,-9963226915.08,72911662.28,-325235.37,80.4178,89542832.04,10096286101.16,-56846560.08,-9976353399.54,63086141.54,204291.68,51.2369,0.0,10004034849.21,0.0,-9975848602.88,42379974.37,-53043.47,-0.0725861,14193728.04
2227,62.59,0.00512369,52318,9948465321.47,0.0,-9963226915.08,72432176.79,-479485.49,81.421,87193770.4,10092844456.16,-53119379.12,-9976353399.54,63371677.5,285535.96,51.0234,0.0,10005592062.78,0.0,-9975848602.88,42304068.62,-75905.75,-0.069716,12560608.72
2228,63.11,0.00510235,85047,9950067238.18,0.0,-9963226915.08,73014422.87,582246.08,82.9082,86174099.77,10091200511.68,-51819387.62,-9976353399.54,63027724.52,-343952.98,51.4918,0.0,10005648744.83,0.0,-9975848602.88,42387929.8,83861.18,0.0171233,12587787.85
2229,63.38,0.00514918,116418,9949155878.43,0.0,-9963226915.08,73737314.29,722891.42,82.9053,87808350.94,10093860684.71,-54914093.63,-9976353399.54,62593191.54,-434532.98,51.1861,0.0,10003903758.9,0.0,-9975848602.88,42493398.71,105468.91,0.116239,14438242.69
