(0, 0.003983)
(1, 0.00404376)
(2, 0.00400644)
(3, 0.00398368)
(4, 0.00398186)
(5, 0.00399877)
(6, 0.00396351)
(7, 0.00397364)
(8, 0.00396206)
(9, 0.00395378)
(10, 0.00394195)
(11, 0.00393363)
(12, 0.00395152)
(13, 0.00393146)
(14, 0.00391993)
(15, 0.00393811)
(16, 0.00396123)
(17, 0.0039803)
(18, 0.00398642)
(19, 0.00399672)
(20, 0.00404287)
(21, 0.00405423)
(22, 0.00405555)
(23, 0.00401588)
(24, 0.00402002)
(25, 0.00403676)
(26, 0.0040147)
(27, 0.00400964)
(28, 0.0040102)
(29, 0.0040041)
(30, 0.0040227)
(31, 0.0040474)
(32, 0.00404649)
(33, 0.00408269)
(34, 0.00404487)
(35, 0.00400343)
(36, 0.004)
(37, 0.00401271)
(38, 0.00400119)
(39, 0.00404074)
(40, 0.0040486)
(41, 0.00404901)
(42, 0.00406053)
(43, 0.00403639)
(44, 0.00399658)
(45, 0.00397742)
(46, 0.00398943)
(47, 0.00401537)
(48, 0.00400614)
(49, 0.00400045)
(50, 0.00398418)
(51, 0.00399193)
(52, 0.00403232)
(53, 0.0040218)
(54, 0.0040297)
(55, 0.00402939)
(56, 0.00404172)
(57, 0.00404985)
(58, 0.00406924)
(59, 0.00407992)
(60, 0.00411488)
(61, 0.00413777)
(62, 0.00417791)
(63, 0.00412164)
(64, 0.00413897)
(65, 0.00416106)
(66, 0.00420661)
(67, 0.00421863)
(68, 0.00423006)
(69, 0.00418173)
(70, 0.00420393)
(71, 0.00419609)
(72, 0.00423573)
(73, 0.00419347)
(74, 0.00415189)
(75, 0.00413691)
(76, 0.00412012)
(77, 0.00409262)
(78, 0.00407554)
(79, 0.00406926)
(80, 0.00406621)
(81, 0.0040623)
(82, 0.00407819)
(83, 0.00402862)
(84, 0.00401084)
(85, 0.00402407)
(86, 0.00403785)
(87, 0.00405673)
(88, 0.00407969)
(89, 0.00415658)
(90, 0.00417532)
(91, 0.00418693)
(92, 0.00417109)
(93, 0.0042081)
(94, 0.00419891)
(95, 0.00417401)
(96, 0.00418726)
(97, 0.00419576)
(98, 0.00418662)
(99, 0.0041737)
(100, 0.00420496)
(101, 0.00420563)
(102, 0.00421125)
(103, 0.00426802)
(104, 0.00427449)
(105, 0.00425168)
(106, 0.00423347)
(107, 0.00422634)
(108, 0.0042309)
(109, 0.00421086)
(110, 0.00422578)
(111, 0.00423438)
(112, 0.00425288)
(113, 0.00428488)
(114, 0.00428079)
(115, 0.00430287)
(116, 0.00430901)
(117, 0.00427897)
(118, 0.00431404)
(119, 0.00429624)
(120, 0.00430524)
(121, 0.00426792)
(122, 0.00429308)
(123, 0.00430477)
(124, 0.00429967)
(125, 0.00436211)
(126, 0.00439332)
(127, 0.00430725)
(128, 0.00428365)
(129, 0.00431454)
(130, 0.00431434)
(131, 0.00429889)
(132, 0.00428867)
(133, 0.00431874)
(134, 0.0043304)
(135, 0.00437662)
(136, 0.00439438)
(137, 0.00438049)
(138, 0.00436268)
(139, 0.00434045)
(140, 0.00432604)
(141, 0.00429854)
(142, 0.00433679)
(143, 0.00435544)
(144, 0.0043077)
(145, 0.00429072)
(146, 0.00430094)
(147, 0.00429135)
(148, 0.0042841)
(149, 0.00427407)
(150, 0.00429564)
(151, 0.00431712)
(152, 0.00428475)
(153, 0.00429636)
(154, 0.00431121)
(155, 0.00432094)
(156, 0.00427776)
(157, 0.00429653)
(158, 0.00433544)
(159, 0.00430384)
(160, 0.00429369)
(161, 0.0043005)
(162, 0.0043088)
(163, 0.00431107)
(164, 0.00427522)
(165, 0.00427353)
(166, 0.00427267)
(167, 0.00425581)
(168, 0.00426226)
(169, 0.00424172)
(170, 0.00425474)
(171, 0.00427251)
(172, 0.00432979)
(173, 0.00433213)
(174, 0.00432464)
(175, 0.00436216)
(176, 0.00436628)
(177, 0.00436327)
(178, 0.00436834)
(179, 0.0043552)
(180, 0.00433353)
(181, 0.00433289)
(182, 0.00427953)
(183, 0.004299)
(184, 0.00430134)
(185, 0.00428498)
(186, 0.00428694)
(187, 0.00430957)
(188, 0.0042818)
(189, 0.00423368)
(190, 0.00423336)
(191, 0.00423139)
(192, 0.00423723)
(193, 0.00423108)
(194, 0.00422443)
(195, 0.00423686)
(196, 0.00422054)
(197, 0.00424553)
(198, 0.00421202)
(199, 0.00423015)
(200, 0.00420471)
(201, 0.00417591)
(202, 0.00421163)
(203, 0.00422577)
(204, 0.00419729)
(205, 0.00422942)
(206, 0.0042048)
(207, 0.0041851)
(208, 0.00417364)
(209, 0.00417433)
(210, 0.00419963)
(211, 0.00415735)
(212, 0.00419065)
(213, 0.00419636)
(214, 0.00420378)
(215, 0.00417951)
(216, 0.00416551)
(217, 0.00415769)
(218, 0.00418698)
(219, 0.00419811)
(220, 0.00415825)
(221, 0.00423077)
(222, 0.00424826)
(223, 0.00424654)
(224, 0.00420919)
(225, 0.00423862)
(226, 0.00423585)
(227, 0.00428095)
(228, 0.00427921)
(229, 0.00426307)
(230, 0.00421614)
(231, 0.0042269)
(232, 0.00420868)
(233, 0.00422703)
(234, 0.00428047)
(235, 0.00434519)
(236, 0.00436637)
(237, 0.00436868)
(238, 0.00433283)
(239, 0.00436482)
(240, 0.0043776)
(241, 0.0043621)
(242, 0.00437151)
(243, 0.00440952)
(244, 0.00441911)
(245, 0.00442209)
(246, 0.00446872)
(247, 0.00448175)
(248, 0.004512)
(249, 0.00450304)
(250, 0.00448859)
(251, 0.00447232)
(252, 0.00448321)
(253, 0.00449587)
(254, 0.00449455)
(255, 0.00448579)
(256, 0.00449982)
(257, 0.00451601)
(258, 0.00454094)
(259, 0.00450259)
(260, 0.00448111)
(261, 0.00445539)
(262, 0.00450993)
(263, 0.00453395)
(264, 0.00450387)
(265, 0.00452361)
(266, 0.00453921)
(267, 0.00451807)
(268, 0.00456203)
(269, 0.00456524)
(270, 0.00453751)
(271, 0.00453027)
(272, 0.00450918)
(273, 0.00448764)
(274, 0.00449662)
(275, 0.00448834)
(276, 0.00449716)
(277, 0.00451981)
(278, 0.00448763)
(279, 0.00447905)
(280, 0.00449864)
(281, 0.00450471)
(282, 0.00450809)
(283, 0.00456929)
(284, 0.00458291)
(285, 0.0045731)
(286, 0.00453933)
(287, 0.00452245)
(288, 0.00448008)
(289, 0.00446875)
(290, 0.00445119)
(291, 0.00440103)
(292, 0.00437807)
(293, 0.00438869)
(294, 0.00439849)
(295, 0.00441394)
(296, 0.00441825)
(297, 0.00446378)
(298, 0.00448072)
(299, 0.00441051)
(300, 0.00441129)
(301, 0.00436169)
(302, 0.00440466)
(303, 0.00439258)
(304, 0.00438757)
(305, 0.00439574)
(306, 0.00441684)
(307, 0.00439721)
(308, 0.00434088)
(309, 0.00433936)
(310, 0.00431686)
(311, 0.00431293)
(312, 0.00431707)
(313, 0.00430338)
(314, 0.00430225)
(315, 0.00431321)
(316, 0.00429737)
(317, 0.00425238)
(318, 0.00427135)
(319, 0.0042809)
(320, 0.00428237)
(321, 0.00429386)
(322, 0.00432575)
(323, 0.00434761)
(324, 0.00437177)
(325, 0.00432027)
(326, 0.00431752)
(327, 0.0043268)
(328, 0.00432062)
(329, 0.00433456)
(330, 0.00430514)
(331, 0.00429676)
(332, 0.00428234)
(333, 0.00427129)
(334, 0.00421864)
(335, 0.00426302)
(336, 0.00425744)
(337, 0.00421517)
(338, 0.00423053)
(339, 0.00419996)
(340, 0.0042265)
(341, 0.0042543)
(342, 0.00431485)
(343, 0.00430201)
(344, 0.0042381)
(345, 0.00424539)
(346, 0.00426504)
(347, 0.00428527)
(348, 0.0042848)
(349, 0.00421664)
(350, 0.00421189)
(351, 0.00422158)
(352, 0.00424749)
(353, 0.00425376)
(354, 0.00425036)
(355, 0.00421254)
(356, 0.00421127)
(357, 0.00421863)
(358, 0.00422469)
(359, 0.004184)
(360, 0.0041933)
(361, 0.00417606)
(362, 0.00422366)
(363, 0.00420952)
(364, 0.00421946)
(365, 0.00422645)
(366, 0.00419041)
(367, 0.00424449)
(368, 0.0042449)
(369, 0.00427214)
(370, 0.00425503)
(371, 0.0042628)
(372, 0.00423227)
(373, 0.00418452)
(374, 0.00421251)
(375, 0.00421775)
(376, 0.00419651)
(377, 0.00421033)
(378, 0.00424215)
(379, 0.00428723)
(380, 0.00432782)
(381, 0.00435734)
(382, 0.00431304)
(383, 0.00431386)
(384, 0.00431694)
(385, 0.00431049)
(386, 0.00428636)
(387, 0.00430423)
(388, 0.004294)
(389, 0.00422125)
(390, 0.00425784)
(391, 0.00426964)
(392, 0.00428654)
(393, 0.00429194)
(394, 0.00423909)
(395, 0.00426391)
(396, 0.00428966)
(397, 0.00426776)
(398, 0.00424405)
(399, 0.004235)
(400, 0.00423845)
(401, 0.00423405)
(402, 0.00427038)
(403, 0.00428489)
(404, 0.00427842)
(405, 0.00427677)
(406, 0.00424933)
(407, 0.00427449)
(408, 0.00429771)
(409, 0.00430642)
(410, 0.00428243)
(411, 0.00423914)
(412, 0.00424183)
(413, 0.00425537)
(414, 0.00423782)
(415, 0.00425414)
(416, 0.00421274)
(417, 0.00419532)
(418, 0.00418127)
(419, 0.00415745)
(420, 0.0041305)
(421, 0.0041382)
(422, 0.004141)
(423, 0.00413612)
(424, 0.0041326)
(425, 0.00414305)
(426, 0.0041851)
(427, 0.00417473)
(428, 0.00419791)
(429, 0.00420657)
(430, 0.00417313)
(431, 0.0042314)
(432, 0.00420167)
(433, 0.0041561)
(434, 0.00416519)
(435, 0.0041445)
(436, 0.00418226)
(437, 0.00419976)
(438, 0.00416214)
(439, 0.00415826)
(440, 0.00416619)
(441, 0.00414801)
(442, 0.00420339)
(443, 0.00422665)
(444, 0.00427683)
(445, 0.00427875)
(446, 0.00431272)
(447, 0.00433724)
(448, 0.00434271)
(449, 0.00437769)
(450, 0.00439621)
(451, 0.00440547)
(452, 0.00445308)
(453, 0.00445998)
(454, 0.00443628)
(455, 0.00446806)
(456, 0.00448341)
(457, 0.00448424)
(458, 0.00452288)
(459, 0.0045119)
(460, 0.00454066)
(461, 0.00454493)
(462, 0.00457164)
(463, 0.00455903)
(464, 0.0045614)
(465, 0.00456578)
(466, 0.00454297)
(467, 0.00455387)
(468, 0.00458396)
(469, 0.00464573)
(470, 0.00464548)
(471, 0.00463455)
(472, 0.00460208)
(473, 0.00460754)
(474, 0.00466257)
(475, 0.00472882)
(476, 0.00477069)
(477, 0.00477022)
(478, 0.00476737)
(479, 0.00477885)
(480, 0.00479426)
(481, 0.00477625)
(482, 0.00478447)
(483, 0.00480327)
(484, 0.00485715)
(485, 0.00484025)
(486, 0.00485388)
(487, 0.00481812)
(488, 0.00484147)
(489, 0.00481002)
(490, 0.00476471)
(491, 0.00478359)
(492, 0.00480973)
(493, 0.00476921)
(494, 0.0047859)
(495, 0.004776)
(496, 0.00479353)
(497, 0.00476289)
(498, 0.00475594)
(499, 0.00477312)
(500, 0.00478218)
(501, 0.00478777)
(502, 0.00478032)
(503, 0.00474795)
(504, 0.00474745)
(505, 0.00473837)
(506, 0.00474974)
(507, 0.00473287)
(508, 0.00470535)
(509, 0.00470771)
(510, 0.00469867)
(511, 0.00471652)
(512, 0.00472997)
(513, 0.00471585)
(514, 0.00472405)
(515, 0.00472158)
(516, 0.00472782)
(517, 0.0047673)
(518, 0.00479166)
(519, 0.00486681)
(520, 0.00485284)
(521, 0.00488472)
