(2, 99.0529)
(3, 97.5389)
(4, 97.9549)
(5, 97.1936)
(6, 96.9072)
(7, 97.1806)
(8, 97.5181)
(9, 97.4657)
(10, 97.4163)
(11, 97.3652)
(12, 97.7256)
(13, 97.6759)
(14, 97.8785)
(15, 97.4853)
(16, 97.1734)
(17, 98.5731)
(18, 98.2865)
(19, 98.8881)
(20, 97.9391)
(21, 98.3912)
(22, 98.5807)
(23, 97.7679)
(24, 98.9098)
(25, 98.5075)
(26, 99.3574)
(27, 99.7556)
(28, 100.505)
(29, 99.8855)
(30, 100.284)
(31, 100.968)
(32, 101.336)
(33, 101.695)
(34, 100.94)
(35, 101.602)
(36, 101.019)
(37, 101.359)
(38, 101.055)
(39, 101.293)
(40, 102.109)
(41, 102.366)
(42, 101.121)
(43, 101.577)
(44, 101.284)
(45, 101.381)
(46, 101.044)
(47, 100.991)
(48, 102.182)
(49, 103.068)
(50, 103.882)
(51, 103.094)
(52, 103.688)
(53, 103.983)
(54, 102.445)
(55, 102.501)
(56, 102.494)
(57, 102.894)
(58, 103.197)
(59, 103.317)
(60, 102.361)
(61, 102.278)
(62, 102.229)
(63, 101.351)
(64, 100.681)
(65, 102.047)
(66, 101.892)
(67, 101.723)
(68, 102.088)
(69, 101.724)
(70, 102.193)
(71, 103.316)
(72, 103.294)
(73, 101.721)
(74, 100.084)
(75, 99.4676)
(76, 99.1135)
(77, 100.244)
(78, 100.706)
(79, 101.125)
(80, 101.723)
(81, 102.213)
(82, 102.72)
(83, 102.777)
(84, 103.096)
(85, 103.135)
(86, 102.421)
(87, 102.061)
(88, 101.936)
(89, 100.008)
(90, 99.999)
(91, 101.004)
(92, 100.698)
(93, 100.929)
(94, 101.305)
(95, 101.46)
(96, 101.387)
(97, 100.558)
(98, 101.206)
(99, 100.557)
(100, 100.993)
(101, 101.272)
(102, 102.064)
(103, 102.751)
(104, 103.096)
(105, 102.898)
(106, 102.55)
(107, 102.878)
(108, 103.369)
(109, 104.026)
(110, 103.877)
(111, 103.731)
(112, 102.911)
(113, 104.235)
(114, 103.522)
(115, 103.214)
(116, 103.308)
(117, 103.431)
(118, 103.66)
(119, 103.736)
(120, 103.77)
(121, 103.32)
(122, 103.095)
(123, 103.329)
(124, 103.635)
(125, 104.458)
(126, 103.701)
(127, 104.031)
(128, 103.88)
(129, 104.34)
(130, 102.663)
(131, 102.326)
(132, 101.976)
(133, 101.895)
(134, 102.653)
(135, 102.417)
(136, 102.006)
(137, 101.559)
(138, 102.225)
(139, 102.739)
(140, 103.014)
(141, 102.745)
(142, 103.073)
(143, 101.851)
(144, 101.244)
(145, 101.894)
(146, 101.842)
(147, 102.328)
(148, 103.358)
(149, 104.423)
(150, 103.723)
(151, 103.638)
(152, 103.69)
(153, 102.693)
(154, 102.733)
(155, 101.534)
(156, 102.155)
(157, 102.187)
(158, 102.195)
(159, 102.688)
(160, 103.351)
(161, 104.032)
(162, 103.767)
(163, 104.54)
(164, 104.295)
(165, 103.855)
(166, 104.387)
(167, 103.57)
(168, 102.611)
(169, 103.536)
(170, 104.349)
(171, 104.103)
(172, 104.07)
(173, 103.92)
