(0, 0.0100014)
(1, 0.00990529)
(2, 0.00975389)
(3, 0.00979549)
(4, 0.00971936)
(5, 0.00969072)
(6, 0.00971806)
(7, 0.00975181)
(8, 0.00974657)
(9, 0.00974164)
(10, 0.00973652)
(11, 0.00977257)
(12, 0.0097676)
(13, 0.00978785)
(14, 0.00974853)
(15, 0.00971734)
(16, 0.00985731)
(17, 0.00982865)
(18, 0.00988881)
(19, 0.00979391)
(20, 0.00983912)
(21, 0.00985807)
(22, 0.00977679)
(23, 0.00989098)
(24, 0.00985075)
(25, 0.00993574)
(26, 0.00997556)
(27, 0.0100505)
(28, 0.00998855)
(29, 0.0100285)
(30, 0.0100968)
(31, 0.0101336)
(32, 0.0101695)
(33, 0.010094)
(34, 0.0101603)
(35, 0.0101019)
(36, 0.0101359)
(37, 0.0101055)
(38, 0.0101293)
(39, 0.0102109)
(40, 0.0102366)
(41, 0.0101121)
(42, 0.0101577)
(43, 0.0101284)
(44, 0.0101381)
(45, 0.0101044)
(46, 0.0100991)
(47, 0.0102182)
(48, 0.0103068)
(49, 0.0103882)
(50, 0.0103095)
(51, 0.0103689)
(52, 0.0103983)
(53, 0.0102445)
(54, 0.0102501)
(55, 0.0102494)
(56, 0.0102894)
(57, 0.0103197)
(58, 0.0103317)
(59, 0.0102361)
(60, 0.0102278)
(61, 0.0102229)
(62, 0.0101351)
(63, 0.0100681)
(64, 0.0102047)
(65, 0.0101892)
(66, 0.0101723)
(67, 0.0102088)
(68, 0.0101724)
(69, 0.0102193)
(70, 0.0103316)
(71, 0.0103294)
(72, 0.0101721)
(73, 0.0100084)
(74, 0.00994677)
(75, 0.00991135)
(76, 0.0100244)
(77, 0.0100706)
(78, 0.0101125)
(79, 0.0101723)
(80, 0.0102213)
(81, 0.010272)
(82, 0.0102777)
(83, 0.0103096)
(84, 0.0103135)
(85, 0.0102421)
(86, 0.0102062)
(87, 0.0101936)
(88, 0.0100008)
(89, 0.0099999)
(90, 0.0101004)
(91, 0.0100698)
(92, 0.0100929)
(93, 0.0101305)
(94, 0.010146)
(95, 0.0101387)
(96, 0.0100559)
(97, 0.0101206)
(98, 0.0100557)
(99, 0.0100993)
(100, 0.0101272)
(101, 0.0102064)
(102, 0.0102751)
(103, 0.0103096)
(104, 0.0102898)
(105, 0.010255)
(106, 0.0102878)
(107, 0.0103369)
(108, 0.0104026)
(109, 0.0103877)
(110, 0.0103731)
(111, 0.0102911)
(112, 0.0104235)
(113, 0.0103522)
(114, 0.0103214)
(115, 0.0103308)
(116, 0.0103431)
(117, 0.010366)
(118, 0.0103736)
(119, 0.010377)
(120, 0.010332)
(121, 0.0103095)
(122, 0.0103329)
(123, 0.0103635)
(124, 0.0104458)
(125, 0.0103701)
(126, 0.0104031)
(127, 0.010388)
(128, 0.010434)
(129, 0.0102663)
(130, 0.0102326)
(131, 0.0101976)
(132, 0.0101895)
(133, 0.0102653)
(134, 0.0102417)
(135, 0.0102006)
(136, 0.0101559)
(137, 0.0102225)
(138, 0.0102739)
(139, 0.0103014)
(140, 0.0102745)
(141, 0.0103073)
(142, 0.0101851)
(143, 0.0101244)
(144, 0.0101894)
(145, 0.0101842)
(146, 0.0102328)
(147, 0.0103358)
(148, 0.0104423)
(149, 0.0103723)
(150, 0.0103638)
(151, 0.010369)
(152, 0.0102693)
(153, 0.0102733)
(154, 0.0101534)
(155, 0.0102155)
(156, 0.0102187)
(157, 0.0102195)
(158, 0.0102688)
(159, 0.0103351)
(160, 0.0104032)
(161, 0.0103768)
(162, 0.010454)
(163, 0.0104295)
(164, 0.0103855)
(165, 0.0104387)
(166, 0.010357)
(167, 0.0102611)
(168, 0.0103536)
(169, 0.0104349)
(170, 0.0104103)
(171, 0.010407)
(172, 0.010392)
