,Gen,Price,Mismatch,LogP,Num_TF,Num_VI,Num_NT,Mean_TF,Mean_VI,Mean_NT,Mean_W,Wealth_TF,Wealth_VI,Wealth_NT,MeanF,Div,RDiv,Rep
54,54,5185692342046556.0,-9.661446847209584e-14,15.714806747274258,0,100,0,0.0,14.31,0.0,10.020655815025977,0.0,10.020655815025977,0.0,-0.05287208727096687,1.0239142092507088,0.26528828173548863,0
55,55,1.0317173547078976e+16,-4.856298951112958e-14,16.013560735950694,0,100,0,0.0,14.28,0.0,10.021053460097988,0.0,10.021053460097988,0.0,-0.05245727117265072,1.0255478006586056,0.4013215371898355,0
56,56,1.996281276642881e+16,-2.5099302331158136e-14,16.300221733488183,0,100,0,0.0,14.27,0.0,10.021451120949587,0.0,10.021451120949587,0.0,-0.052045734364858355,1.0288726775583878,0.8369740928661245,0
57,57,3.889075965245432e+16,-1.28841030755196e-14,16.589846426296006,0,100,0,0.0,14.27,0.0,10.021848797581379,0.0,10.021848797581379,0.0,-0.051637450924451024,1.0264535869242186,-0.6428620054042874,0
58,58,7.753094779724522e+16,-6.4631280039230236e-15,16.88947509314786,0,100,0,0.0,14.27,0.0,10.02224648999401,0.0,10.02224648999401,0.0,-0.05123239513321532,1.0201684790585865,-1.6408193154698223,0
59,59,1.5249020250649066e+17,-3.286193580065385e-15,17.1832419411644,0,100,0,0.0,14.26,0.0,10.022644198188027,0.0,10.022644198188027,0.0,-0.05083054147624291,1.027758937903312,1.9477524821460637,0
60,60,3.024835480829833e+17,-1.656725508165231e-15,17.480701758588225,0,100,0,0.0,14.27,0.0,10.023041922164138,0.0,10.023041922164138,0.0,-0.050431864640323995,1.029862986947516,0.5208519793199295,0
61,61,6.035349325650179e+17,-8.30361374408463e-16,17.780702412098933,0,100,0,0.0,14.24,0.0,10.023439661922993,0.0,10.023439661922993,0.0,-0.050036339512351695,1.0365679806883898,1.7017429493308627,0
62,62,1.1971070098559217e+18,-4.1865261749362465e-16,18.07813297389239,0,100,0,0.0,14.3,0.0,10.023837417465097,0.0,10.023837417465097,0.0,-0.04964394117774162,1.0372789789599577,0.160684619903162,0
63,63,2.3433997653329444e+18,-2.1387382481112803e-16,18.36984638209614,0,100,0,0.0,14.24,0.0,10.024235188791188,0.0,10.024235188791188,0.0,-0.049254644918861425,1.0419422399494038,1.1686500936702326,0
64,64,4.632960827094567e+18,-1.0818389754309281e-16,18.665858628144317,0,100,0,0.0,14.19,0.0,10.024632975901886,0.0,10.024632975901886,0.0,-0.04886842621347432,1.0408445213493742,-0.29952976187552316,0
65,65,9.262247329490289e+18,-5.411555435355421e-17,18.96671637376419,0,100,0,0.0,14.23,0.0,10.02503077879772,0.0,10.02503077879772,0.0,-0.04848526073319477,1.0423322010603864,0.35736577539309394,0
66,66,1.8164920783247043e+19,-2.7594479762453754e-17,19.259233508255782,0,100,0,0.0,14.26,0.0,10.025428597479417,0.0,10.025428597479417,0.0,-0.04810512434195538,1.0520617708720548,2.4488646033499095,0
67,67,3.598689158918852e+19,-1.3929278349357856e-17,19.556144335567506,0,100,0,0.0,14.31,0.0,10.025826431947598,0.0,10.025826431947598,0.0,-0.04772799309448725,1.0545953108113881,0.6163493528719656,0
68,68,7.180060590371459e+19,-6.981714364216037e-18,19.856128109138254,0,100,0,0.0,14.31,0.0,10.026224282202838,0.0,10.026224282202838,0.0,-0.04735384323481104,1.0569659598914791,0.5739529074422868,0
69,69,1.4357033029271003e+20,-3.491746610097446e-18,20.157064699505952,0,100,0,0.0,14.29,0.0,10.026622148245785,0.0,10.026622148245785,0.0,-0.04698265119474119,1.0547357980793906,-0.5790360456641891,0
70,70,2.775275035889304e+20,-1.806419547357199e-18,20.443306029134423,0,100,0,0.0,14.39,0.0,10.02702003007707,0.0,10.02702003007707,0.0,-0.046614393592401264,1.0550419977454906,0.05601701354534736,0
71,71,5.491541105627598e+20,-9.129513771463533e-19,20.73969423875765,0,100,0,0.0,14.37,0.0,10.027417927697314,0.0,10.027417927697314,0.0,-0.046249047230750934,1.0495936231803782,-1.387092126864862,0
72,72,1.094419118685881e+21,-4.581159884952333e-19,21.03918367124305,0,100,0,0.0,14.34,0.0,10.027815841107106,0.0,10.027815841107106,0.0,-0.04588658909612506,1.049376609813568,-0.07549502148994787,0
73,73,2.1802003482594632e+21,-2.2997464084235844e-19,21.338496404680544,0,100,0,0.0,14.26,0.0,10.028213770307163,0.0,10.028213770307163,0.0,-0.04552699635678379,1.0504036863451016,0.23816108015692128,0
74,74,4.2402971424532626e+21,-1.1824895088018792e-19,21.627396291216822,0,100,0,0.0,14.26,0.0,10.028611715298071,0.0,10.028611715298071,0.0,-0.0451702463614749,1.0532783924716418,0.7032878542189507,0
75,75,8.394436381138939e+21,-5.973368109520058e-20,21.923991542072823,0,100,0,0.0,14.28,0.0,10.029009676080387,0.0,10.029009676080387,0.0,-0.044816316638006476,1.0543624696783702,0.2515199262639003,0
76,76,1.6768049203128975e+22,-2.9905117627544195e-20,22.224482539672433,0,100,0,0.0,14.31,0.0,10.029407652654863,0.0,10.029407652654863,0.0,-0.04446518489183218,1.055347814627958,0.22646468446705442,0
77,77,3.339963769498554e+22,-1.5014246178725196e-20,22.523741755795935,0,100,0,0.0,14.34,0.0,10.029805645022039,0.0,10.029805645022039,0.0,-0.0441168290046457,1.050454572609208,-1.2475247710085065,0
78,78,6.657993372114144e+22,-7.53215352168277e-21,22.823343358490266,0,100,0,0.0,14.29,0.0,10.030203653182527,0.0,10.030203653182527,0.0,-0.0437712270329889,1.0415239052693883,-2.270134471473891,0
79,79,1.3017570462593789e+23,-3.852563610853695e-21,23.114529937139576,0,100,0,0.0,14.33,0.0,10.030601677137037,0.0,10.030601677137037,0.0,-0.04342835720686897,1.0428694480568346,0.32101249626953254,0
80,80,2.477338991695968e+23,-2.0244709566917526e-21,23.393985438216756,0,100,0,0.0,14.4,0.0,10.030999716886098,0.0,10.030999716886098,0.0,-0.04308819792838691,1.0382785587781198,-1.1854964988896357,0
81,81,4.864728650899059e+23,-1.0309927271105097e-21,23.687058620821475,0,100,0,0.0,14.48,0.0,10.031397772430433,0.0,10.031397772430433,0.0,-0.042750727770377715,1.032670542941701,-1.449831557310435,0
82,82,9.678815436389245e+23,-5.182141264268555e-22,23.985822208453087,0,100,0,0.0,14.51,0.0,10.031795843770622,0.0,10.031795843770622,0.0,-0.042415925475060554,1.0368846091912647,1.0588723025532745,0
83,83,1.8660971839594444e+24,-2.687908199530471e-22,24.27093425750173,0,100,0,0.0,14.53,0.0,10.032193930907281,0.0,10.032193930907281,0.0,-0.04208376995269914,1.0315811791783909,-1.3740335139480884,0
84,84,3.604702418218808e+24,-1.3915425972755434e-22,24.556869417887658,0,100,0,0.0,14.56,0.0,10.032592033841063,0.0,10.032592033841063,0.0,-0.041754240280274066,1.0347116350333878,0.7820931006653329,0
85,85,7.142725319693515e+24,-7.022944033826805e-23,24.853863949237645,0,100,0,0.0,14.53,0.0,10.03299015257255,0.0,10.03299015257255,0.0,-0.04142731570016512,1.0312373362864327,-0.9091676822095406,0
