,Gen,Price,Mismatch,LogP,Num_TF,Num_VI,Num_NT,Mean_TF,Mean_VI,Mean_NT,Mean_W,Wealth_TF,Wealth_VI,Wealth_NT,MeanF,Div,RDiv,Rep
23,23,135.10381099611877,0.002117689002290035,2.1306675997344016,100,0,0,6.31,0.0,0.0,1150.249601007103,1150.249601007103,0.0,0.0,-8.55261498551045,0.9752489951874131,0.02122341056812507,0
24,24,157.51054345280812,-0.0037081488143186903,2.1973096299358916,79,15,6,6.481012658227848,16.4,15.5,1322.1609234796772,1673.6214221261737,0.0,0.0,-9.847625286169942,0.9789131544912472,0.9732575220089494,37
25,25,135.43002955323348,0.0009398371143589657,2.1317149732358343,94,4,2,6.5,17.0,17.0,1176.9668593383535,1252.09240355144,0.0,0.0,-8.622004088695855,0.9792880078252767,0.0805216254507916,21
26,26,138.71616610028653,-0.0004707419785603406,2.1421270770720207,97,3,0,6.463917525773196,13.0,0.0,1212.2673337181993,1249.7601378538136,0.0,0.0,-8.832900260078894,0.9756953933738572,-0.9914115328396969,6
27,27,149.8148999099485,-0.0001115556504132087,2.175555008469424,99,1,0,6.484848484848484,12.0,0.0,1308.3917196334405,1321.607797609536,0.0,0.0,-9.522948824262038,0.9844843138369205,2.3624622093146597,3
28,28,167.38585081135298,-0.002178889135652895,2.2237187441335764,99,1,0,6.484848484848484,19.0,0.0,1455.7266660306736,1470.4309757885592,0.0,0.0,-10.61236745814934,0.9826635106480262,-0.5101231786220176,1
29,29,187.35169900094868,-8.329355883773815e-05,2.2726576358519734,100,0,0,6.44,0.0,0.0,1621.8206814787522,1621.8206814787522,0.0,0.0,-11.841466575285688,0.9785303629297296,-1.1336121215316641,1
30,30,212.9954060073936,0.0017569640107240048,2.32837023645679,100,0,0,6.44,0.0,0.0,1833.0467890041095,1833.0467890041095,0.0,0.0,-13.41762356442536,0.979332325460358,0.19604308275580162,0
31,31,242.06931453438577,-0.00028582211513139555,2.3839397403999674,78,17,5,6.5256410256410255,16.764705882352942,15.6,2067.0771717804823,2650.0989381801055,0.0,0.0,-15.162758315461204,0.9812908625462433,0.508324178082391,37
32,32,189.06145201769985,78.63513573330417,2.2766029890112196,86,10,4,6.534883720930233,15.7,15.5,1689.7476803983964,1964.8228841841817,0.0,0.0,-12.060064950535192,0.9787282272773655,-0.7117280073885797,22
33,33,166.4834937983057,-0.00017182933532566835,2.221371181339825,94,4,2,6.5,16.25,14.5,1511.270138023606,1607.734189386815,0.0,0.0,-10.55384471186111,0.9753399027250997,-0.9367419205661746,14
34,34,169.35104013809348,-0.00014143482035677835,2.2287878683845297,96,3,1,6.479166666666667,15.333333333333334,13.0,1544.06496593374,1608.4010061809793,0.0,0.0,-10.729662071444357,0.9773804758112388,0.5327435004162636,6
35,35,178.71601938533306,0.0002261825851448407,2.2521634826614343,98,1,1,6.479591836734694,15.0,12.0,1630.3251906381784,1663.5971333042635,0.0,0.0,-11.32673927669136,0.9781526124973702,0.18822438627660448,4
36,36,194.16219469258624,9.762493990182989,2.2881646723550526,100,0,0,6.54,0.0,0.0,1767.1516459763495,1767.1516459763495,0.0,0.0,-12.318828003600267,0.9745887085652353,-0.9847724337787058,2
